TEAM_ID,SEASON,TYPE,MIN,FGM,FGA,FG3M,FG3A,FTM,FTA,OREB,DREB,REB,AST,STL,BLK,TOV,PTS,Shooting_Efficiency,True_Shooting_Percentage,Assist_Turnover_Ratio,Defensive_Rebounds_Percentage,Offensive_Rebounds_Percentage,Avg_Scoring,Defensive_Score,Total_Efficiency
1610612737,2016-2017,0,252.6,41.4,91.4,9.7,27.7,20.0,27.3,11.0,36.3,47.6,24.4,8.8,5.1,16.3,112.6,0.45210687379126957,0.541419731520991,1.5060652291726462,0.7997842154002435,0.20021578459975645,0.1540602117419193,13.9,124.8
1610612737,2016-2017,1,237.2,36.800000000000004,83.8,8.2,27.1,22.0,28.0,11.399999999999999,33.0,44.1,22.2,6.1,3.2,15.6,103.9,0.42336235865591315,0.5334615965514902,1.47125079856504,0.7405432376563714,0.2594567623436286,1.7316666666666667,9.3,111.2
1610612737,2017-2018,0,154.9,27.6,60.300000000000004,6.2,17.8,12.2,15.3,6.0,22.2,28.2,18.2,5.3,3.3,11.5,73.5,0.46518100556213077,0.5533577591309365,1.5449466328089516,0.7992810554802116,0.20071894451978847,0.176942445656468,8.6,81.2
1610612737,2018-2019,0,198.9,36.1,78.5,10.5,30.1,14.8,20.0,10.6,30.1,40.7,21.4,6.9,4.6,14.0,97.6,0.4571480270118704,0.5564997468593482,1.4462110687729883,0.7640927757892043,0.23590722421079566,0.17133194394670068,11.5,109.60000000000001
1610612737,2019-2020,0,210.5,32.7,76.7,11.2,33.1,17.9,22.1,6.6,24.2,31.0,24.7,6.1,3.2,14.1,94.8,0.4423311767374789,0.5438449597004956,1.5753540305010894,0.7816113732780399,0.21838862672196005,0.17934956070403177,9.3,98.0
1610612737,2020-2021,0,190.8,35.2,74.8,9.5,25.8,19.2,23.0,9.0,29.2,38.1,20.9,5.199999999999999,4.0,10.7,99.10000000000001,0.46025445874993454,0.5736569124400228,1.8425111473891962,0.8097467568465724,0.19025324315342762,0.22715181528084522,9.2,113.0
1610612737,2020-2021,1,225.10000000000002,37.5,83.1,11.1,33.1,16.3,20.3,8.9,31.0,40.099999999999994,20.3,6.2,4.0,11.2,102.4,0.4496742773972148,0.5434122922584095,1.531047656047656,0.8053280181985566,0.1946719818014434,0.6564373897707232,10.200000000000001,111.8
1610612737,2021-2022,0,165.6,30.0,63.9,10.3,26.9,12.6,15.299999999999999,6.5,24.0,30.6,20.6,5.0,2.4000000000000004,8.1,82.8,0.4746947639020606,0.5822316290671407,2.665530303030303,0.8218055528847694,0.17819444711523055,0.19354930802299222,7.4,96.89999999999999
1610612737,2021-2022,1,231.3,33.3,76.3,10.799999999999999,34.1,17.0,21.9,7.800000000000001,28.6,36.4,19.099999999999998,5.1,2.3,15.700000000000001,94.4,0.45679005511589543,0.5667965870131951,1.4371565113500597,0.8190890538208107,0.18091094617918924,2.1844444444444444,7.4,93.6
1610612737,2022-2023,0,258.0,48.5,99.9,10.9,31.3,22.0,26.900000000000002,12.9,36.4,49.2,25.9,7.7,5.3,13.1,129.3,0.49850328286893986,0.5821196509604256,1.7309774575018477,0.7508311805342978,0.24916881946570218,0.18033909619902827,13.0,147.7
1610612737,2022-2023,1,245.6,45.5,99.8,14.5,38.5,14.0,17.4,12.5,32.6,45.0,25.5,8.0,4.8,12.5,119.6,0.47663075659987647,0.5676906340448725,2.1062169312169314,0.7470354855537692,0.25296451444623075,2.3,12.8,133.1
1610612737,2023-2024,0,231.4,43.2,91.5,13.0,36.0,19.3,24.2,13.3,31.7,45.1,26.6,7.3,4.5,12.4,119.2,0.482556317949016,0.5962307946945603,1.8402970874059095,0.7462743394855463,0.2537256605144536,0.2927152931040069,11.8,137.5
1610612738,2016-2017,0,219.6,34.8,76.5,11.1,31.0,18.5,22.6,8.1,29.8,38.0,25.0,6.8,3.9,11.9,98.8,0.45770369206531875,0.5587270714657397,2.041741083897947,0.7834279348750055,0.21657206512499455,0.14692065991544442,10.7,115.0
1610612738,2016-2017,1,240.4,38.9,85.1,13.0,35.3,16.3,21.3,9.0,27.2,36.2,27.3,7.8,3.9000000000000004,13.1,107.2,0.4627985146249893,0.5669558492924457,2.012848230201171,0.7387813669829371,0.26121863301706305,0.6450611218846513,11.700000000000001,118.0
1610612738,2017-2018,0,199.9,33.8,72.3,9.8,25.2,13.4,17.4,7.8,29.8,37.7,18.2,5.8,4.2,10.5,91.0,0.45981093103811094,0.5561037572826626,1.6075310559006213,0.7909109733721279,0.20908902662787202,0.16289544375588896,10.0,103.8
1610612738,2018-2019,0,236.8,43.2,92.5,13.0,35.1,15.700000000000001,19.6,8.8,34.2,42.7,27.400000000000002,8.9,4.8,12.5,115.1,0.46840811729984505,0.5707454963600944,2.148480531813865,0.790296052509849,0.20970394749015092,0.17624744178222043,13.700000000000001,133.2
1610612738,2018-2019,1,229.0,34.6,81.0,10.8,31.0,17.9,21.8,6.8,39.8,46.4,20.2,5.2,3.6,13.200000000000001,97.8,0.4343634968400646,0.5381314608587415,1.2379651610834406,0.8321634538732579,0.16783654612674223,1.2134038800705467,8.8,110.1
1610612738,2019-2020,0,254.9,45.6,98.6,14.3,38.5,20.4,25.3,11.1,37.3,48.5,25.6,8.4,5.5,14.0,125.5,0.4659723755433013,0.5688647999974099,1.8197703653266313,0.7780641741165601,0.2219358258834398,0.21034374384283083,13.9,141.5
1610612738,2019-2020,1,230.5,36.3,79.7,11.899999999999999,35.1,19.1,23.1,8.0,34.3,42.2,21.599999999999998,6.2,4.8,12.5,103.5,0.4812585967212351,0.5923354260029953,1.6778354686249424,0.8055797784413381,0.19442022155866195,0.6871292106586224,11.0,118.2
1610612738,2020-2021,0,167.3,31.6,64.9,9.0,23.4,11.6,15.299999999999999,9.6,26.8,36.2,14.2,5.0,4.0,9.600000000000001,83.7,0.49611500082980664,0.5866296458178579,1.5505531505531505,0.7465638033978863,0.25343619660211364,0.20090880885215862,9.0,96.5
1610612738,2020-2021,1,215.3,34.6,77.5,12.4,33.0,20.3,24.2,11.4,25.0,36.300000000000004,18.2,5.8,5.3,10.4,101.7,0.4494982832431963,0.5685929749038502,2.1643060643060643,0.7263857451568108,0.27361425484318924,2.357222222222222,11.1,109.9
1610612738,2021-2022,0,228.29999999999998,40.0,84.89999999999999,12.8,36.3,17.4,21.0,9.8,34.3,44.2,27.1,7.2,6.3,12.700000000000001,110.0,0.48571661752284945,0.5969317170858931,2.3648708710669917,0.7906036310270834,0.20939636897291664,0.1947911024193476,13.5,133.1
1610612738,2021-2022,1,239.7,36.8,81.8,13.6,36.1,18.8,23.5,9.1,33.2,42.300000000000004,25.0,6.5,6.5,14.200000000000001,105.7,0.46368967698875946,0.5844608088200504,2.0309092520382843,0.7857057268629402,0.21429427313705984,0.583134857203751,13.0,122.7
1610612738,2022-2023,0,258.4,45.9,97.4,18.2,48.0,19.6,23.8,8.8,37.1,46.1,29.2,6.9,5.5,13.6,129.70000000000002,0.4802723438695322,0.6122277487575319,2.4198900549725137,0.7928050991785213,0.20719490082147868,0.18558889059091285,12.4,147.3
1610612738,2022-2023,1,242.6,40.9,85.5,14.2,39.199999999999996,16.1,19.8,9.4,33.9,43.1,24.299999999999997,6.300000000000001,6.6000000000000005,12.0,111.6,0.48668207134450436,0.6024126600206721,inf,0.7608057622499215,0.23919423775007853,0.6366276803118908,12.9,130.4
1610612738,2023-2024,0,248.2,45.8,93.5,17.3,44.4,18.3,22.1,10.1,37.2,47.4,27.5,6.300000000000001,7.3999999999999995,12.1,126.9,0.5007236174221918,0.6257537226448693,2.5548677248677247,0.7704682665661006,0.22953173343389943,0.28054031605530666,13.700000000000001,151.2
1610612739,2016-2017,0,251.1,44.2,92.8,14.2,36.6,19.4,25.3,9.9,36.699999999999996,46.599999999999994,27.599999999999998,6.3,3.8000000000000003,15.0,122.1,0.47330248098079175,0.5859354123761152,1.6081244500756695,0.8250613542694973,0.17493864573050272,0.19374443646219552,10.1,137.2
1610612739,2016-2017,1,229.7,38.9,78.8,13.0,31.5,19.8,26.0,9.299999999999999,31.599999999999998,40.7,21.1,7.3,4.4,12.6,110.19999999999999,0.47574208102469534,0.6036050308753906,1.5829218106995884,0.7905009441133913,0.2094990558866087,0.6887228965660337,11.700000000000001,124.9
1610612739,2017-2018,0,247.7,45.3,94.9,14.1,37.0,19.9,25.2,8.6,34.7,43.3,24.099999999999998,8.0,3.5,13.9,124.6,0.4751808956657656,0.5861819787019587,1.5974679487179486,0.8121218677224498,0.1878781322775502,0.176352115178869,11.5,134.7
1610612739,2018-2019,0,151.3,26.3,58.099999999999994,6.5,18.3,10.3,13.0,6.8999999999999995,19.5,26.4,13.3,4.0,1.5,8.7,69.6,0.46198308676361927,0.5534180752965051,1.5225266918361549,0.7553041155334763,0.24469588446652368,0.15689752979121144,5.5,71.6
1610612739,2019-2020,0,252.1,43.8,93.8,10.6,29.400000000000002,16.6,22.5,14.0,41.6,55.5,24.900000000000002,7.9,3.9000000000000004,18.3,114.60000000000001,0.4584002767666855,0.5452387215207085,1.5576496797549428,0.7644598101441339,0.2355401898558662,0.2186429776817823,11.799999999999999,132.6
1610612739,2020-2021,0,175.2,29.5,64.1,7.4,21.7,14.0,17.9,6.7,18.8,25.4,18.2,5.1,2.6,10.6,80.5,0.4603850764636306,0.5604809508627882,1.766704822954823,0.7558852519502425,0.24411474804975752,0.22419828152752516,7.7,82.7
1610612739,2021-2022,0,221.4,39.4,86.0,12.0,33.7,16.5,21.3,7.8,28.2,36.0,23.4,6.2,3.7,12.2,107.7,0.46043238892357086,0.5654613230632818,1.7630735492577598,0.7766484437117401,0.22335155628825984,0.20578862835183326,9.9,113.4
1610612739,2022-2023,0,228.5,41.9,84.4,10.8,29.0,18.1,23.3,9.5,28.2,37.7,23.7,6.9,4.3,12.0,112.9,0.49566433484415584,0.5903378381327679,1.851936826344154,0.7755281688062969,0.224471831193703,0.19884653517743275,11.2,125.8
1610612739,2022-2023,1,232.6,34.5,77.1,9.9,30.200000000000003,12.4,17.0,8.7,26.3,35.0,21.3,6.7,4.1,13.7,91.2,0.4296547851303286,0.5204060798661834,1.6646198830409358,0.7784582097625576,0.22154179023744242,2.285,10.8,97.2
1610612739,2023-2024,0,209.5,36.699999999999996,78.1,13.7,37.4,14.1,17.8,8.3,28.8,37.1,22.5,6.7,3.6,9.8,101.2,0.4645281515806396,0.590824722884986,2.5180234593837536,0.7915976502894374,0.20840234971056265,0.26457673352257954,10.3,116.3
1610612740,2016-2017,0,206.1,36.6,79.6,7.800000000000001,21.9,19.7,25.400000000000002,7.5,31.9,39.5,23.8,7.3,5.5,12.8,100.7,0.44823463418875775,0.5472760314832616,1.9907835175076554,0.807965148055582,0.19203485194441813,0.20091738544968968,12.8,114.9
1610612740,2017-2018,0,173.5,32.4,65.2,7.2,19.6,11.2,14.0,4.8,21.5,26.2,21.7,5.8,4.0,9.8,83.10000000000001,0.4839691137743672,0.5752084595991522,2.118338485186311,0.845807156288035,0.15419284371196507,0.18074797520054975,9.799999999999999,95.2
1610612740,2018-2019,0,175.5,33.2,69.9,7.5,23.1,12.9,17.0,7.2,25.299999999999997,32.5,18.1,5.4,3.2,11.5,86.7,0.47618063465706223,0.5578811518597765,1.4231822836661547,0.8033193801281804,0.19668061987181965,0.16376765404936167,8.6,93.4
1610612740,2019-2020,0,244.5,43.1,93.2,14.7,39.2,17.0,22.7,10.600000000000001,36.1,46.5,27.9,7.8,5.1000000000000005,15.8,117.7,0.47613933968390854,0.5740161098366096,1.6426071509136027,0.7765061743486802,0.22349382565131978,0.1951761459493028,12.9,133.4
1610612740,2020-2021,0,210.0,39.9,80.6,8.7,24.9,17.7,24.5,10.3,27.9,38.300000000000004,24.8,6.7,4.3999999999999995,12.700000000000001,106.3,0.4991393119466605,0.5733370658333394,2.0219458550708547,0.7706274591402761,0.22937254085972394,0.2232252360601643,11.1,119.8
1610612740,2021-2022,0,175.7,30.1,64.8,9.3,26.2,11.8,14.7,8.7,22.5,31.1,16.5,5.9,3.5,8.9,81.2,0.46174970530364196,0.5685681751875608,1.836551543694401,0.7238294187378855,0.2761705812621144,0.1690650689825842,9.4,91.4
1610612740,2021-2022,1,239.5,38.9,83.7,9.2,26.2,22.599999999999998,28.7,14.8,30.3,45.1,21.3,6.5,3.5,13.9,109.6,0.48848697054550383,0.6000347939757658,1.487190861769809,0.6882672610786333,0.3117327389213666,1.8266666666666667,10.0,120.9
1610612740,2022-2023,0,228.0,36.5,78.0,11.3,30.8,14.0,17.5,9.6,29.7,39.5,23.7,8.4,3.8,12.0,98.1,0.47378838788410543,0.5714498126187493,2.0617521367521365,0.7681232669442445,0.2318767330557555,0.15325626811740045,12.200000000000001,115.9
1610612740,2023-2024,0,211.1,41.2,82.8,10.3,27.0,17.6,23.1,9.4,28.5,37.8,26.099999999999998,6.9,4.3,12.0,110.0,0.4876367419882184,0.5848566424959191,2.1482806776556775,0.7589820104222802,0.24101798957771986,0.27840268536806617,11.2,126.3
1610612741,2016-2017,0,207.3,35.0,77.8,6.3,18.0,17.3,21.9,12.2,30.5,42.4,22.099999999999998,7.5,4.2,11.6,93.9,0.45807538474098286,0.5375888194658197,1.663288683940858,0.7265258087917688,0.2734741912082313,0.1513457465721429,11.7,110.9
1610612741,2016-2017,1,203.1,30.7,70.4,5.9,19.3,14.7,17.3,10.6,29.4,39.9,14.8,5.7,4.8,12.2,82.3,0.4461594320715964,0.5259350726920937,1.1569039239627474,0.7780916690277421,0.22190833097225793,1.5462962962962963,10.5,93.0
1610612741,2017-2018,0,183.6,29.6,67.0,8.5,23.400000000000002,11.0,14.299999999999999,8.200000000000001,26.7,34.9,16.2,5.1,2.7,9.2,78.9,0.4433222775941298,0.5377031152553708,1.8008322210002883,0.7688068677979979,0.231193132202002,0.15957270897936549,7.800000000000001,88.0
1610612741,2018-2019,0,131.6,21.5,45.6,3.9999999999999996,11.799999999999999,10.1,13.1,5.1,15.2,20.3,13.0,3.7,2.2,8.0,57.3,0.47483943658512623,0.5522263349915938,1.8517071164129986,0.7567566420126028,0.24324335798739727,0.13916544441810805,5.9,61.6
1610612741,2019-2020,0,185.1,31.2,72.4,11.0,31.4,12.2,15.5,5.8,23.3,28.9,20.7,8.2,2.0,12.2,85.4,0.42947474064599195,0.5339339882667943,1.8621067657832364,0.8069546546050306,0.19304534539496945,0.2080065110261611,10.2,88.5
1610612741,2020-2021,0,268.9,50.7,106.1,15.6,41.3,15.3,19.0,10.0,40.8,50.9,30.4,7.4,4.6,16.4,132.2,0.47536726193154966,0.5708475352619458,1.8741344943774614,0.8107234781302489,0.18927652186975102,0.21207293187989626,12.0,150.0
1610612741,2021-2022,0,198.2,38.6,80.1,9.3,25.3,16.4,19.5,5.6,28.2,33.9,20.7,5.3,2.8000000000000003,10.3,102.9,0.48002401648312565,0.5791492589489368,2.1071647024654543,0.8364373672457636,0.16356263275423646,0.21011191993777162,8.1,110.7
1610612741,2021-2022,1,244.6,36.3,90.2,10.9,36.7,12.7,15.2,8.1,35.199999999999996,43.3,24.3,7.9,3.5,12.7,96.0,0.37743642678495537,0.46028905975746365,2.781991341991342,0.7816765790959339,0.2183234209040661,2.048,11.4,105.7
1610612741,2022-2023,0,260.8,44.1,90.4,10.9,30.8,18.8,23.099999999999998,9.0,36.4,45.4,25.9,8.7,5.0,13.200000000000001,118.2,0.4851738246289944,0.5836104802257922,1.9520722349545878,0.7987020522464451,0.2012979477535549,0.15745611162750314,13.700000000000001,139.5
1610612741,2023-2024,0,219.3,38.8,82.6,10.5,28.8,15.2,19.0,10.1,29.2,39.199999999999996,22.5,7.2,4.8,10.700000000000001,103.2,0.46964240896909054,0.564799718992667,2.014522977022977,0.7715504935739207,0.22844950642607928,0.24396443313539834,12.0,118.8
1610612742,2016-2017,0,177.9,25.2,56.199999999999996,7.6,20.8,10.8,13.5,5.5,20.3,25.7,11.7,6.300000000000001,2.4,7.1,68.6,0.4560593394771209,0.55350294190379,1.5193223443223443,0.8016270739064857,0.19837292609351434,0.11675644528442754,8.7,74.0
1610612742,2017-2018,0,245.2,39.7,88.5,12.6,34.5,13.8,17.9,7.5,32.4,40.0,23.8,6.5,3.9,11.8,105.8,0.4753709674566683,0.5684299887915144,1.8945970695970697,0.8139645298726308,0.1860354701273693,0.1451950326075376,10.4,115.0
1610612742,2018-2019,0,208.0,34.4,78.2,11.3,33.3,17.9,23.2,8.0,26.3,34.1,21.0,5.9,3.1,10.8,97.9,0.4488397537556208,0.5595460222693704,2.0895969498910674,0.7771336432187491,0.22286635678125088,0.1550888670574874,9.0,101.80000000000001
1610612742,2019-2020,0,250.7,44.0,96.0,15.799999999999999,43.1,20.1,25.8,10.8,39.1,49.8,25.900000000000002,6.5,5.7,12.8,123.8,0.4642259455981307,0.5745676207665799,2.1978654485049836,0.7868929378553194,0.21310706214468053,0.19594158005418064,12.200000000000001,141.8
1610612742,2019-2020,1,213.1,37.1,78.2,11.8,33.6,14.2,20.3,6.8,30.5,37.3,19.8,5.5,3.0,10.9,99.9,0.45838777462967617,0.5565598572556008,2.0811584249084247,0.8047706848245458,0.19522931517545417,2.0812500000000003,8.5,107.4
1610612742,2020-2021,0,198.5,35.3,73.4,11.6,31.5,14.6,18.8,6.8,26.0,32.8,21.3,5.4,2.9000000000000004,10.2,96.6,0.506668406434854,0.6033835730081757,2.0766369047619047,0.7857509214575212,0.21424907854247885,0.1898409718021489,8.3,106.39999999999999
1610612742,2020-2021,1,223.8,36.5,79.0,13.5,34.4,13.1,18.6,7.8999999999999995,27.4,35.6,20.0,5.4,2.0999999999999996,9.799999999999999,99.5,0.5132997573522147,0.6139568130974611,3.9323434687884813,0.7529082705594661,0.24709172944053392,1.585978835978836,7.5,104.7
1610612742,2021-2022,0,231.8,37.1,80.0,13.0,36.0,15.799999999999999,20.5,8.4,31.8,40.0,26.599999999999998,6.6,3.3,12.1,102.6,0.4690434616218904,0.5791588355547579,2.133068783068783,0.7823458397602447,0.21765416023975528,0.16430816289023667,9.9,119.1
1610612742,2021-2022,1,234.5,36.6,81.3,15.8,41.3,18.1,23.7,6.1000000000000005,30.0,36.3,19.3,6.6,2.7,9.3,107.2,0.44618850476463084,0.5788322131086502,inf,0.8200045928306798,0.17999540716932022,0.7019444444444445,9.3,112.8
1610612742,2022-2023,0,205.0,40.0,81.4,13.5,36.4,19.8,25.9,6.7,28.6,35.2,21.1,5.6,3.2,10.9,113.5,0.5135957844585537,0.6242139178104507,1.9011337868480724,0.7942571782881147,0.20574282171188535,0.24646944381789432,8.799999999999999,120.4
1610612742,2023-2024,0,204.7,38.3,78.8,12.7,34.8,16.9,22.3,9.0,29.5,38.3,21.5,6.1000000000000005,4.9,10.9,105.9,0.5208651665043105,0.6122371384688199,1.865393113830614,0.7661116193682647,0.2338883806317354,0.26567868441082726,11.0,119.9
1610612743,2016-2017,0,231.2,39.7,83.0,9.1,25.3,19.5,25.4,12.7,36.4,49.1,24.5,6.3,4.3,13.1,108.3,0.47778953738416174,0.5730360150050252,1.731071436378342,0.7637965104661257,0.23620348953387435,0.17503542767002805,10.6,130.4
1610612743,2017-2018,0,230.29999999999998,39.2,83.2,11.6,31.0,16.6,21.3,9.5,31.2,40.5,24.3,7.6,4.3,13.4,107.0,0.4712473612534983,0.571035588319067,1.7169713003046336,0.7817619680975615,0.21823803190243848,0.16049788648171048,11.9,121.60000000000001
1610612743,2018-2019,0,216.2,38.1,80.3,9.4,27.3,14.5,19.1,11.6,33.1,44.6,25.099999999999998,7.3,4.2,11.6,100.4,0.4756736394688715,0.5665496274512136,2.2580893419603094,0.7563134372487869,0.24368656275121314,0.1474493002083901,11.5,123.1
1610612743,2018-2019,1,245.1,39.9,89.6,9.6,27.6,19.7,25.2,13.1,34.2,47.3,23.9,5.8,4.6,9.200000000000001,109.0,0.443065403094598,0.5328484247515325,2.7342948717948716,0.7385665075198934,0.2614334924801066,0.8650793650793651,10.4,125.8
1610612743,2019-2020,0,230.3,40.6,84.9,10.4,28.9,15.299999999999999,19.5,9.9,31.6,41.5,26.4,7.7,4.4,12.1,106.8,0.4849064636953801,0.5726834181656107,2.2178821576671037,0.7661066930884909,0.23389330691150909,0.18941667500581716,12.1,126.1
1610612743,2019-2020,1,237.6,38.1,81.1,12.3,32.5,17.0,20.4,8.9,30.5,39.300000000000004,22.0,6.2,3.9000000000000004,13.1,105.3,0.45249557598037626,0.5622646449886759,1.858097458097458,0.7669905046101572,0.2330094953898429,0.6312447786131997,10.1,117.5
1610612743,2020-2021,0,158.9,30.299999999999997,60.7,9.4,23.5,11.5,14.1,8.2,25.4,33.7,18.900000000000002,5.4,3.2,9.0,81.3,0.47490555948595453,0.5934972351884087,1.9464422358160498,0.7666481580434024,0.2333518419565976,0.21652390046044653,8.6,100.8
1610612743,2020-2021,1,231.6,39.6,86.7,13.799999999999999,35.9,14.9,19.3,11.3,29.8,41.1,23.5,5.6,3.7,10.3,108.0,0.4712548440945571,0.596729230454659,inf,0.7806440344027858,0.21935596559721407,1.0934444444444444,9.3,120.1
1610612743,2021-2022,0,244.5,42.9,89.0,13.2,37.3,17.3,21.2,8.2,34.0,42.2,29.400000000000002,7.3,3.8,13.9,116.1,0.4636359862154656,0.5768197574738994,2.1265852130325813,0.824645242774463,0.1753547572255369,0.16058381133254226,11.1,134.6
1610612743,2021-2022,1,237.1,38.8,82.1,10.8,30.9,20.0,25.2,11.2,30.4,41.6,24.9,7.0,3.4,15.1,108.4,0.4081230688527875,0.5224907231600672,1.739285714285714,0.7931137193169279,0.20688628068307213,1.970909090909091,10.4,121.7
1610612743,2022-2023,0,258.5,49.2,96.1,13.1,34.4,18.6,24.0,10.7,36.4,47.0,31.8,8.2,4.3,14.3,130.2,0.5088061359621971,0.6047406207960935,1.964083694083694,0.7811465597214909,0.21885344027850903,0.19302482117733277,12.5,154.7
1610612743,2022-2023,1,238.3,42.1,85.1,11.299999999999999,29.599999999999998,18.0,22.4,10.2,34.2,44.3,25.6,7.0,4.3999999999999995,10.5,112.7,0.4916359112146387,0.5861185353083924,2.1922023809523807,0.7715442305637259,0.22845576943627416,0.7054276315789474,11.4,135.4
1610612743,2023-2024,0,230.4,43.9,88.5,11.0,29.2,16.2,21.1,11.0,31.9,42.9,29.400000000000002,6.5,5.5,11.9,114.7,0.4827331983207503,0.5721743537079704,2.1440322767908975,0.7353533657643061,0.2646466342356939,0.24474636243586792,12.0,138.0
1610612744,2016-2017,0,271.5,48.2,98.4,13.9,36.6,20.0,25.0,9.9,40.5,50.7,34.9,10.4,7.3,16.2,130.3,0.4993421527670256,0.5829167796563542,2.072145562770563,0.7905004312600935,0.2094995687399064,0.14890928810160964,17.7,162.2
1610612744,2016-2017,1,249.29999999999998,45.1,90.6,13.1,33.6,21.8,26.7,9.9,37.800000000000004,47.6,29.2,8.9,6.300000000000001,14.1,125.3,0.5193128633661233,0.6034693556981242,2.081226268285092,0.7548440183559015,0.24515598164409838,0.6531301398764634,15.200000000000001,152.8
1610612744,2017-2018,0,210.9,37.4,74.1,8.7,23.2,13.7,17.2,8.0,31.7,39.3,25.6,6.7,7.5,13.0,97.2,0.519145581731894,0.5864248179979944,1.828340299547196,0.7734213573765767,0.2265786426234233,0.1387679311681563,14.2,122.8
